market,symbol,name,yf_ticker,marcap_snapshot,universe_source,pit_date,frozen_at_utc
KOSPI,033780,KT&G,033780.KS,11546298997700.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.582736+00:00
KOSPI,086790,하나금융지주,086790.KS,11377488652200.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.582819+00:00
KOSPI,352820,하이브,352820.KS,11329370384000.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.582896+00:00
KOSPI,009150,삼성전기,009150.KS,11301156204800.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.582975+00:00
KOSPI,034730,SK,034730.KS,11206664169900.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.583053+00:00
KOSPI,034020,두산에너빌리티,034020.KS,10735804806960.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.583141+00:00
KOSPI,018260,삼성에스디에스,018260.KS,10546594140000.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.583217+00:00
KOSPI,017670,SK텔레콤,017670.KS,10175741196000.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.583294+00:00
KOSPI,042660,한화오션,042660.KS,10084613053500.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.583370+00:00
KOSPI,010130,고려아연,010130.KS,10030894790000.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.583448+00:00
KOSPI,003490,대한항공,003490.KS,9039817227550.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.583525+00:00
KOSPI,010950,S-Oil,010950.KS,8747682938400.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.583603+00:00
KOSPI,009540,HD한국조선해양,009540.KS,8698015956400.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.583700+00:00
KOSPI,011200,HMM,011200.KS,8460383280800.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.583784+00:00
KOSDAQ,086520,에코프로,086520.KQ,28677998436000.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.588430+00:00
KOSDAQ,028300,HLB,028300.KQ,3696277652200.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.588529+00:00
KOSDAQ,068760,셀트리온제약,068760.KQ,3374701113600.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.588617+00:00
KOSDAQ,041510,에스엠,041510.KQ,3288664338000.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.588726+00:00
KOSDAQ,048260,오스템임플란트,048260.KQ,2959531200000.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.588816+00:00
KOSDAQ,403870,HPSP,403870.KQ,2929839900000.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.588897+00:00
KOSDAQ,277810,레인보우로보틱스,277810.KQ,2781761697000.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.588977+00:00
KOSDAQ,393890,더블유씨피,393890.KQ,2382343822600.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.589057+00:00
KOSDAQ,214370,케어젠,214370.KQ,2109925200000.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.589135+00:00
KOSDAQ,328130,루닛,328130.KQ,2081246772400.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.589215+00:00
KOSDAQ,357780,솔브레인,357780.KQ,1987423613000.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.589295+00:00
KOSDAQ,383310,에코프로에이치엔,383310.KQ,1897811568000.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.589375+00:00
KOSDAQ,005290,동진쎄미켐,005290.KQ,1874058306300.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.589454+00:00
KOSDAQ,121600,나노신소재,121600.KQ,1692166995200.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.589533+00:00
KOSDAQ,372170,윤성에프앤씨,372170.KQ,1577457789600.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.589613+00:00
KOSDAQ,095340,ISC,095340.KQ,1576392072600.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.589714+00:00
KOSDAQ,365340,성일하이텍,365340.KQ,1554410774000.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.589802+00:00
KOSDAQ,253450,스튜디오드래곤,253450.KQ,1548012647000.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.589884+00:00
KOSDAQ,122870,와이지엔터테인먼트,122870.KQ,1518419693700.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.589964+00:00
KOSDAQ,086900,메디톡스,086900.KQ,1503484408000.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.590046+00:00
KOSDAQ,000250,삼천당제약,000250.KQ,1483194854200.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.590124+00:00
KOSDAQ,112040,위메이드,112040.KQ,1443130277400.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.590203+00:00
KOSDAQ,440110,파두,440110.KQ,1391133684150.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.590281+00:00
KOSDAQ,078600,대주전자재료,078600.KQ,1377772777000.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.590359+00:00
KOSDAQ,140860,파크시스템스,140860.KQ,1338346067800.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.590438+00:00
KOSDAQ,034230,파라다이스,034230.KQ,1315504522150.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.590516+00:00
KOSDAQ,039200,오스코텍,039200.KQ,1282142781900.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.590594+00:00
KOSDAQ,009520,포스코엠텍,009520.KQ,1261773900900.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.590694+00:00
KOSDAQ,140410,메지온,140410.KQ,1184847980250.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.590782+00:00
KOSDAQ,225570,넥슨게임즈,225570.KQ,1180504546500.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.590860+00:00
KOSDAQ,281740,레이크머티리얼즈,281740.KQ,1168031837960.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.590939+00:00
KOSDAQ,222800,심텍,222800.KQ,1141971026550.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.591017+00:00
KOSDAQ,336570,원텍,336570.KQ,1141852199250.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.591095+00:00
KOSDAQ,096530,씨젠,096530.KQ,1130692770100.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.591174+00:00
KOSDAQ,101490,에스앤에스텍,101490.KQ,1113330099300.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.591253+00:00
KOSDAQ,420770,기가비스,420770.KQ,1109128825000.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.591332+00:00
KOSDAQ,064550,바이오니아,064550.KQ,1104680454800.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.591410+00:00
KOSDAQ,348370,엔켐,348370.KQ,1026290200800.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.591490+00:00
KOSDAQ,067160,아프리카TV,067160.KQ,971307811500.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.591569+00:00
KOSDAQ,085370,루트로닉,085370.KQ,960908511250.0,FinanceData/marcap point-in-time KRX market-cap snapshot,2023-08-08,2026-08-10 05:11:17.591646+00:00
