period_type,period,trades,pnl,pf,winrate,variant,cost_bps_side
month,2026-02,3,-4.6004044975804845,0.8773654184772333,0.3333333333333333,BULL,5.0
month,2026-03,3,2.0259541581438043,1.1063274642821708,0.3333333333333333,BULL,5.0
month,2026-04,10,116.96490755052395,8.276910285360076,0.8,BULL,5.0
month,2026-05,7,15.946760104674695,1.7828865020353848,0.42857142857142855,BULL,5.0
month,2026-06,3,2.8971023041511614,1.2593029755276999,0.6666666666666666,BULL,5.0
month,2026-07,3,12.705693504848227,inf,1.0,BULL,5.0
month,2026-08,4,19.639380326441994,inf,1.0,BULL,5.0
year,2023,30,-17.640108497272934,0.8567265035537889,0.4666666666666667,BULL,10.0
year,2024,74,112.55780203298474,1.4853941197642537,0.5675675675675675,BULL,10.0
year,2025,63,155.8799378400285,1.5964000070021025,0.5555555555555556,BULL,10.0
year,2026,41,89.8702682161572,1.5054893056417111,0.5609756097560976,BULL,10.0
month,2023-10,8,14.670651626433198,1.4221618040656143,0.5,BULL,10.0
month,2023-11,10,-23.996822314787863,0.4641662981440733,0.5,BULL,10.0
month,2023-12,12,-8.313937808918269,0.8092546650511129,0.4166666666666667,BULL,10.0
month,2024-01,11,75.92663791118781,4.202437780706707,0.6363636363636364,BULL,10.0
month,2024-02,5,-19.84168497287905,0.10380253604309293,0.4,BULL,10.0
month,2024-03,6,23.367356906006307,4.999225977786913,0.8333333333333334,BULL,10.0
month,2024-04,3,-16.589640092440163,0.09403127063740511,0.3333333333333333,BULL,10.0
month,2024-05,14,-26.072002840809063,0.4907997403933367,0.5,BULL,10.0
month,2024-06,7,71.24051514596414,12.844882168335229,0.7142857142857143,BULL,10.0
month,2024-07,3,-21.576167254985478,0.0,0.0,BULL,10.0
month,2024-08,6,10.948415424544066,1.747793071073416,0.6666666666666666,BULL,10.0
month,2024-09,7,36.099164317196454,3.6564334472139706,0.7142857142857143,BULL,10.0
month,2024-10,7,10.396975515247675,2.002988574523039,0.5714285714285714,BULL,10.0
month,2024-11,2,13.15561486816668,inf,1.0,BULL,10.0
month,2024-12,3,-44.49738289421464,0.0,0.0,BULL,10.0
month,2025-01,1,-8.29819820870523,0.0,0.0,BULL,10.0
month,2025-02,7,2.0926657113954548,1.1082727238417687,0.5714285714285714,BULL,10.0
month,2025-03,2,29.06187353953632,inf,1.0,BULL,10.0
month,2025-04,2,21.20345918502767,inf,1.0,BULL,10.0
month,2025-05,5,30.403462607662277,7.903875761210797,0.8,BULL,10.0
month,2025-06,7,-12.575477672098145,0.7051042017593818,0.2857142857142857,BULL,10.0
month,2025-07,10,25.250930773250616,2.858467479716284,0.7,BULL,10.0
month,2025-08,3,-39.72904541292701,0.32987243656069104,0.3333333333333333,BULL,10.0
month,2025-09,6,79.433214530144,5.571349869729621,0.5,BULL,10.0
month,2025-10,12,86.11951053198116,3.2769191163049296,0.6666666666666666,BULL,10.0
month,2025-12,8,-57.08245774523863,0.026273028612557914,0.25,BULL,10.0
month,2026-01,8,-55.61461165159088,0.19334606989357495,0.25,BULL,10.0
month,2026-02,3,-7.647808593016634,0.8036079502222834,0.3333333333333333,BULL,10.0
month,2026-03,3,0.12283720135155818,1.0062877642747863,0.3333333333333333,BULL,10.0
month,2026-04,10,111.14017299912976,7.8649254895946035,0.8,BULL,10.0
month,2026-05,7,12.66610719405665,1.5788681451670987,0.42857142857142855,BULL,10.0
month,2026-06,3,0.5040048558017531,1.0419504959562556,0.6666666666666666,BULL,10.0
month,2026-07,3,11.597386758534299,inf,1.0,BULL,10.0
month,2026-08,4,17.10217945189069,61.70349409854565,0.75,BULL,10.0
year,2023,30,-44.67008677464753,0.6842412898451826,0.4666666666666667,BULL,20.0
year,2024,74,39.84713796128236,1.15025491068444,0.527027027027027,BULL,20.0
year,2025,63,86.29329930162149,1.2992311411055502,0.5396825396825397,BULL,20.0
year,2026,41,44.69985275522414,1.2326371196772428,0.5609756097560976,BULL,20.0
month,2023-10,8,5.427324259177141,1.1345729983690016,0.5,BULL,20.0
month,2023-11,10,-30.71809940925803,0.37360004325388946,0.5,BULL,20.0
month,2023-12,12,-19.37931162456664,0.6280360808170927,0.4166666666666667,BULL,20.0
month,2024-01,11,64.2606264244329,3.3479079027310203,0.5454545454545454,BULL,20.0
month,2024-02,5,-23.279585464050484,0.0440732470587967,0.4,BULL,20.0
month,2024-03,6,18.33086415944004,3.351616991667759,0.8333333333333334,BULL,20.0
month,2024-04,3,-20.02543066949187,0.0,0.0,BULL,20.0
month,2024-05,14,-37.638014036223524,0.35975749983936456,0.42857142857142855,BULL,20.0
month,2024-06,7,63.0818752203607,9.847750145745705,0.7142857142857143,BULL,20.0
month,2024-07,3,-23.6642367294441,0.0,0.0,BULL,20.0
month,2024-08,6,3.165994500107189,1.1718969381940103,0.6666666666666666,BULL,20.0
month,2024-09,7,27.04703501856406,2.5560628598211883,0.7142857142857143,BULL,20.0
month,2024-10,7,4.5627054119447905,1.3743928159370244,0.5714285714285714,BULL,20.0
month,2024-11,2,12.091863442148707,inf,1.0,BULL,20.0
month,2024-12,3,-48.086559316506055,0.0,0.0,BULL,20.0
month,2025-01,1,-10.127675552996152,0.0,0.0,BULL,20.0
month,2025-02,7,-1.1434064952723304,0.943157191456357,0.5714285714285714,BULL,20.0
month,2025-03,2,27.307165907693502,inf,1.0,BULL,20.0
month,2025-04,2,19.135332114462074,inf,1.0,BULL,20.0
month,2025-05,5,25.281701991436705,5.943795097568197,0.8,BULL,20.0
month,2025-06,7,-21.981868947219766,0.5505917453957562,0.2857142857142857,BULL,20.0
month,2025-07,10,16.936920126665086,2.1097942651359416,0.7,BULL,20.0
month,2025-08,3,-43.51310765218892,0.2811548065139439,0.3333333333333333,BULL,20.0
month,2025-09,6,70.88309306525673,4.520611553330459,0.5,BULL,20.0
month,2025-10,12,69.4716684421082,2.658660148827711,0.6666666666666666,BULL,20.0
month,2025-12,8,-65.95652369832362,0.005218702687707408,0.125,BULL,20.0
month,2026-01,8,-62.645460150649086,0.15696644664584516,0.25,BULL,20.0
month,2026-02,3,-13.425796957133343,0.6773995395761536,0.3333333333333333,BULL,20.0
month,2026-03,3,-3.484135935264078,0.8294675212831407,0.3333333333333333,BULL,20.0
month,2026-04,10,100.00604433820497,7.10058317279778,0.8,BULL,20.0
month,2026-05,7,6.457038752195274,1.261283077533705,0.42857142857142855,BULL,20.0
month,2026-06,3,-4.009463053046687,0.7049048892138974,0.6666666666666666,BULL,20.0
month,2026-07,3,9.496100459997649,inf,1.0,BULL,20.0
month,2026-08,4,12.305525300919442,12.253226188482486,0.75,BULL,20.0
year,2023,29,-84.10622369128646,0.5128886562052861,0.41379310344827586,BULL,30.0
year,2024,73,-38.59348277710265,0.8710153985201691,0.4931506849315068,BULL,30.0
year,2025,63,20.098303688861407,1.0641532867445231,0.5238095238095238,BULL,30.0
year,2026,41,-4.5594615783384,0.9774285285843779,0.5365853658536586,BULL,30.0
month,2023-10,8,-3.8054998612725797,0.9170903779506564,0.5,BULL,30.0
month,2023-11,10,-37.40725912234973,0.2987332558992465,0.4,BULL,30.0
month,2023-12,11,-42.89346470766415,0.41579113776998405,0.36363636363636365,BULL,30.0
month,2024-01,11,52.60152983110956,2.6952011822127013,0.5454545454545454,BULL,30.0
month,2024-02,5,-26.594224529322673,0.013906207859336923,0.2,BULL,30.0
month,2024-03,6,13.346071151771639,2.3776868808487137,0.8333333333333334,BULL,30.0
month,2024-04,3,-23.33516695509047,0.0,0.0,BULL,30.0
month,2024-05,14,-48.82167408137951,0.26158799159634955,0.42857142857142855,BULL,30.0
month,2024-06,7,54.98101998092679,7.7095916366418855,0.7142857142857143,BULL,30.0
month,2024-07,3,-25.62438895210039,0.0,0.0,BULL,30.0
month,2024-08,5,-11.993621903715109,0.45728626734075467,0.4,BULL,30.0
month,2024-09,7,18.206197761765623,1.8687194038741706,0.7142857142857143,BULL,30.0
month,2024-10,7,-1.0628319053855364,0.9234364702273724,0.5714285714285714,BULL,30.0
month,2024-11,2,11.017742151384255,inf,1.0,BULL,30.0
month,2024-12,3,-51.31413532706682,0.0,0.0,BULL,30.0
month,2025-01,1,-11.833602788894495,0.0,0.0,BULL,30.0
month,2025-02,7,-4.23233265133041,0.7962992186554866,0.5714285714285714,BULL,30.0
month,2025-03,2,25.50736896674377,inf,1.0,BULL,30.0
month,2025-04,2,17.0738699484545,inf,1.0,BULL,30.0
month,2025-05,5,20.282100762600862,4.516960482634388,0.8,BULL,30.0
month,2025-06,7,-30.828920559233865,0.43592815328703816,0.2857142857142857,BULL,30.0
month,2025-07,10,8.97781785866917,1.5351229299393427,0.7,BULL,30.0
month,2025-08,3,-46.88389246412669,0.2366852204947722,0.3333333333333333,BULL,30.0
month,2025-09,6,62.4756765861209,3.759912509804346,0.5,BULL,30.0
month,2025-10,12,53.485237330427495,2.1756741897068146,0.6666666666666666,BULL,30.0
month,2025-12,8,-73.92501930056983,0.0,0.0,BULL,30.0
month,2026-01,8,-68.86921725951544,0.1273746834376116,0.25,BULL,30.0
month,2026-02,3,-18.72232282611992,0.5733538811594349,0.3333333333333333,BULL,30.0
month,2026-03,3,-12.383671990132143,0.41453516254628575,0.3333333333333333,BULL,30.0
month,2026-04,10,87.53692936590197,7.567086508683684,0.8,BULL,30.0
month,2026-05,7,0.6923641872204769,1.025501203358651,0.42857142857142855,BULL,30.0
month,2026-06,3,-8.13103508545916,0.45561789961303534,0.6666666666666666,BULL,30.0
month,2026-07,3,7.499561783199937,inf,1.0,BULL,30.0
month,2026-08,4,7.817930246565879,3.9741474729375406,0.5,BULL,30.0
