date,equity,held_asset,desired_asset
2013-04-04,8036.147076225405,lever,lever
2013-04-05,7920.407783303348,lever,lever
2013-04-08,8212.041947601896,lever,lever
2013-04-09,8436.558128560398,lever,lever
2013-04-10,8978.165733175781,lever,lever
2013-04-11,8890.219661951518,lever,lever
2013-04-12,8758.291458688569,lever,lever
2013-04-15,8133.361496467104,lever,lever
2013-04-16,8621.72316823964,lever,lever
2013-04-17,7772.2870311288825,lever,lever
2013-04-18,7561.656545307409,lever,lever
2013-04-19,7742.192413512537,lever,lever
2013-04-22,7978.277429764375,lever,lever
2013-04-23,8492.107276607108,lever,lever
2013-04-24,8797.630774613308,lever,lever
2013-04-25,9054.547517319987,lever,lever
2013-04-26,8806.893665774815,lever,lever
2013-04-29,9107.77798623769,lever,lever
2013-04-30,9378.579514438741,lever,lever
2013-05-01,9114.722198270187,lever,lever
2013-05-02,9491.996489661167,lever,lever
2013-05-03,9767.425370051023,lever,lever
2013-05-06,9964.164702879532,lever,lever
2013-05-07,9950.280827027813,lever,lever
2013-05-08,10341.445361769102,lever,lever
2013-05-09,10505.774126780225,lever,lever
2013-05-10,10792.784577460592,lever,lever
2013-05-13,10468.735297131381,lever,lever
2013-05-14,10628.44125816698,lever,lever
2013-05-15,10910.827085586512,lever,lever
2013-05-16,10702.515278894047,lever,lever
2013-05-17,11105.248648928671,lever,lever
2013-05-20,11042.757108134774,lever,lever
2013-05-21,11019.607612193584,lever,lever
2013-05-22,10515.037017941733,lever,lever
2013-05-23,10503.456357293877,lever,lever
2013-05-24,10501.150413162048,lever,lever
2013-05-28,10781.201187884772,lever,lever
2013-05-29,10913.130300790377,lever,lever
2013-05-30,11415.394041267742,lever,lever
2013-05-31,11082.09733370217,lever,lever
2013-06-03,11109.873272189508,lever,lever
2013-06-04,11258.00857864646,lever,lever
2013-06-05,10734.916750284878,lever,lever
2013-06-06,10651.589844465518,lever,lever
2013-06-07,11160.797796975381,lever,lever
2013-06-10,11336.693577994527,lever,lever
2013-06-11,10612.250528540775,lever,lever
2013-06-12,10223.401944000525,lever,lever
2013-06-13,10841.389513474802,lever,lever
2013-06-14,10723.347005348882,lever,lever
2013-06-17,11183.935467562045,lever,lever
2013-06-18,11727.859932021125,lever,lever
2013-06-19,11345.95646915603,lever,lever
2013-06-20,10288.200338568908,lever,lever
2013-06-21,10366.90080184212,lever,lever
2013-06-24,9723.458701937478,lever,lever
2013-06-25,10443.280766701015,lever,lever
2013-06-26,10577.530378020938,lever,lever
2013-06-27,10716.402793316385,lever,lever
2013-06-28,10859.902560800634,lever,lever
2013-07-01,10778.897063038248,lever,lever
2013-07-02,10806.670272597621,lever,lever
2013-07-03,10977.943249641243,lever,lever
2013-07-05,11406.131150106232,lever,lever
2013-07-08,10727.972538252376,lever,lever
2013-07-09,11058.950566688942,lever,lever
2013-07-10,11438.546266136897,lever,lever
2013-07-11,12167.633041347251,lever,lever
2013-07-12,12375.93848054113,lever,lever
2013-07-15,12373.621620697433,lever,lever
2013-07-16,12475.456115986693,lever,lever
2013-07-17,12507.870322374703,lever,lever
2013-07-18,12197.7112853958,lever,lever
