date,equity,held_asset,desired_asset
2016-06-10,34962.82411259796,lever,lever
2016-06-13,34065.80379277003,lever,lever
2016-06-14,34083.19897576407,lever,lever
2016-06-15,33777.227853217235,lever,base
2016-06-16,33809.81965447197,base,base
2016-06-17,33413.51887616301,base,base
2016-06-20,33623.757519097264,base,base
2016-06-21,33730.42763627956,base,base
2016-06-22,33648.857577454924,base,base
2016-06-23,34128.91415147739,base,base
2016-06-24,32723.23905171961,base,base
2016-06-27,32073.726298756334,base,base
2016-06-28,32776.568979472984,base,base
2016-06-29,33357.03861402051,base,base
2016-06-30,33742.985361715044,base,base
2016-07-01,33912.418451885904,base,base
2016-07-05,33705.32501250301,base,base
2016-07-06,33981.448743207235,base,base
2016-07-07,34081.851542056764,base,base
2016-07-08,34608.99124885091,base,lever
2016-07-11,35129.434509912186,lever,lever
2016-07-12,35682.4371157557,lever,lever
2016-07-13,35432.58588875406,lever,lever
2016-07-14,36152.16800637745,lever,lever
2016-07-15,35948.95792014371,lever,lever
2016-07-18,36665.20852771225,lever,lever
